provinsi,jenis,daerah,tahun,periode,gk,jenis_encoded,daerah_encoded,gk_scaled,cluster,PC1,PC2,gk_original
BENGKULU,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,389613.0,0,1,0.5498228781111069,7,-0.018466392103224427,0.2592395492718834,389613.0
BENGKULU,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,392261.0,0,1,0.5668779234962605,7,-0.0034642272326905754,0.2595547005943847,392261.0
BENGKULU,MAKANAN,PERKOTAAN,2021,MARET,449159.0,0,2,0.9333424145553507,8,0.4130414627637945,1.2390361737943945,449159.0
BENGKULU,MAKANAN,PERKOTAAN,2021,SEPTEMBER,462886.0,0,2,1.0217542755832978,8,0.490811371063575,1.240669890638796,462886.0
BENGKULU,MAKANAN,PERKOTAAN,2022,MARET,480128.0,0,2,1.1328052924000722,8,0.5884954068255633,1.242721944680551,480128.0
BENGKULU,MAKANAN,PERKOTAAN,2022,SEPTEMBER,508068.0,0,2,1.3127592078310362,8,0.7467886419021182,1.2460472195863992,508068.0
BENGKULU,MAKANAN,PERDESAAN,2021,MARET,386776.0,0,0,0.531550535302315,0,-0.12869110208991635,-0.713807862128375,386776.0
BENGKULU,MAKANAN,PERDESAAN,2021,SEPTEMBER,405341.0,0,0,0.6511226340845572,0,-0.023511649362778164,-0.7115983514402192,405341.0
BENGKULU,MAKANAN,PERDESAAN,2022,MARET,416744.0,0,0,0.7245662453107304,0,0.041091706384464244,-0.7102412251069555,416744.0
BENGKULU,MAKANAN,PERDESAAN,2022,SEPTEMBER,437286.0,0,0,0.8568716615878549,0,0.1574717935334472,-0.7077964220605728,437286.0
BENGKULU,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,405468.0,0,1,0.6519406064274251,7,0.071359636606109,0.2611265297168448,405468.0
BENGKULU,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,423264.0,0,1,0.7665597860626947,7,0.17218234281306555,0.26324451798543735,423264.0
BENGKULU,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,435393.0,0,1,0.844679365170145,7,0.24089882986544675,0.2646880490997191,435393.0
BENGKULU,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,457885.0,0,1,0.9895441993102037,7,0.36832658374310856,0.2673649311033819,457885.0
BENGKULU,NONMAKANAN,PERKOTAAN,2015,MARET,109102.0,1,2,-1.2568719240168493,1,-1.0472979540267955,0.967276087152464,109102.0
BENGKULU,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,111770.0,1,2,-1.2396880640895118,1,-1.0321824797539163,0.9675936187719633,111770.0
BENGKULU,NONMAKANAN,PERKOTAAN,2016,MARET,114862.0,1,2,-1.2197733358678746,1,-1.014664846151314,0.9679616126878144,114862.00000000003
BENGKULU,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,122478.0,1,2,-1.1707207582042305,1,-0.9715166257381773,0.9688680297845552,122478.0
BENGKULU,NONMAKANAN,PERDESAAN,2015,MARET,69112.0,1,0,-1.514436601113637,4,-1.4621636465444543,-0.9829028492367815,69112.0
BENGKULU,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,74513.0,1,0,-1.479650233996864,4,-1.4315644424410734,-0.9822600500325407,74513.0
BENGKULU,NONMAKANAN,PERDESAAN,2016,MARET,76110.0,1,0,-1.4693643928034763,4,-1.422516686663791,-0.9820699833172708,76110.0
BENGKULU,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,91690.0,1,0,-1.3690178644421873,4,-1.3342486622367074,-0.9802157319560283,91690.0
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,81523.0,1,1,-1.4345007369613931,6,-1.297697725655009,-0.008715989663703128,81523.0
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,86076.0,1,1,-1.405176106433219,6,-1.2719028402110735,-0.008174115052166697,86076.00000000003
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,91576.0,1,1,-1.3697521073326357,6,-1.2407427545660825,-0.007519533377787213,91576.0
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,101468.0,1,1,-1.306040434768459,6,-1.1846999241660368,-0.0063422384827031,101468.0
BENGKULU,NONMAKANAN,PERKOTAAN,2017,MARET,127360.0,1,2,-1.1392771284571308,1,-0.9438578006256597,0.9694490602817046,127360.0
BENGKULU,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,129101.0,1,2,-1.1280638225600188,1,-0.9339942171514906,0.9696562651353583,129101.0
BENGKULU,NONMAKANAN,PERKOTAAN,2018,MARET,136223.0,1,2,-1.0821929640883179,1,-0.8936447389762858,0.9705038888962548,136223.0
BENGKULU,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,142003.0,1,2,-1.0449655613971593,1,-0.8608983216984588,0.9711917947286027,142003.0
BENGKULU,NONMAKANAN,PERDESAAN,2017,MARET,97067.0,1,0,-1.3343860747760352,4,-1.3037854294161408,-0.9795757891081849,97066.99999999997
BENGKULU,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,97472.0,1,0,-1.3317775802968104,4,-1.301490914018646,-0.9795275880939807,97472.0
BENGKULU,NONMAKANAN,PERDESAAN,2018,MARET,108824.0,1,0,-1.258662446153206,4,-1.2371764972473844,-0.9781765315180613,108824.0
BENGKULU,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,117037.0,1,0,-1.2057647544053713,4,-1.1906459911742369,-0.9771990625559377,117037.0
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,106779.0,1,1,-1.271833733091514,6,-1.1546106123732098,-0.005710150614952059,106779.0
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,107735.0,1,1,-1.2656763979751215,6,-1.1491944229410986,-0.005596372418460005,107735.00000000003
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,117725.0,1,1,-1.2013335341542437,6,-1.0925963764695603,-0.004407414068086868,117725.0
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,125225.0,1,1,-1.1530280808352664,6,-1.0501053505900273,-0.0035148026939330057,125225.0
BENGKULU,NONMAKANAN,PERKOTAAN,2019,MARET,144674.0,1,2,-1.027762379288494,1,-0.8457658510152275,0.9715096833926514,144674.00000000003
BENGKULU,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,146663.0,1,2,-1.0149517730683013,1,-0.8344972309519754,0.971746403929077,146663.0
BENGKULU,NONMAKANAN,PERKOTAAN,2020,MARET,149257.0,1,2,-0.9982445269470444,1,-0.8198010014677742,0.9720551284496844,149257.0
BENGKULU,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,150379.0,1,2,-0.9910180311305253,1,-0.813444343996196,0.9721886631112578,150379.0
BENGKULU,NONMAKANAN,PERDESAAN,2019,MARET,123409.0,1,0,-1.164724441265568,4,-1.154545615586985,-0.9764406999324564,123409.00000000003
BENGKULU,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,129890.0,1,0,-1.1229820888708624,4,-1.117827703756951,-0.9756693646903376,129890.0
BENGKULU,NONMAKANAN,PERDESAAN,2020,MARET,131570.0,1,0,-1.1121616673274115,4,-1.1083097139599358,-0.9754694197425271,131570.0
BENGKULU,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,132162.0,1,0,-1.1083487568787669,4,-1.1049557556505114,-0.9753989629513939,132162.0
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2019,MARET,130449.0,1,1,-1.1193817224168212,6,-1.0205089346974028,-0.00289306911812226,130449.0
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,135407.0,1,1,-1.0874485974094226,6,-0.9924195338559727,-0.002302993492381611,135407.0
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2020,MARET,137419.0,1,1,-1.0744898544657182,6,-0.9810206079800232,-0.0020635356144085293,137419.0
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,138121.0,1,1,-1.069968464035062,6,-0.9770434479576989,-0.0019799871897877575,138121.0
BENGKULU,NONMAKANAN,PERKOTAAN,2021,MARET,155110.0,1,2,-0.9605469511769144,1,-0.7866410048713864,0.9727517223660741,155110.0
BENGKULU,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,161688.0,1,2,-0.9181798482526166,1,-0.749373542439977,0.9735346020486321,161688.0
BENGKULU,NONMAKANAN,PERKOTAAN,2022,MARET,167708.0,1,2,-0.8794066710552507,1,-0.715267412334005,0.9742510714449529,167708.0
BENGKULU,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,178155.0,1,2,-0.8121203949454697,1,-0.6560802460188737,0.9754944195817244,178155.0
BENGKULU,NONMAKANAN,PERDESAAN,2021,MARET,137716.0,1,0,-1.0725769585142868,4,-1.0734897346191876,-0.9747379544751205,137716.0
BENGKULU,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,142987.0,1,0,-1.0386278859217095,4,-1.0436270416310516,-0.9741106272013651,142987.0
BENGKULU,NONMAKANAN,PERDESAAN,2022,MARET,149208.0,1,0,-0.998560122575395,4,-1.008382152031508,-0.9733702358202168,149208.0
BENGKULU,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,162687.0,1,0,-0.9117455618705288,4,-0.9320172803208107,-0.9717660346585872,162687.0
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2021,MARET,143466.0,1,1,-1.0355427776364041,6,-0.946761510180885,-0.0013438528171406672,143466.0
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,149191.0,1,1,-0.9986696149362513,6,-0.9143266937595078,-0.0006624928015365183,149191.0
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2022,MARET,155362.0,1,1,-0.9589238879453967,6,-0.8793650776658278,7.194783711739206e-05,155362.0
BENGKULU,NONMAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,167767.0,1,1,-0.8790266681558081,6,-0.8090849208610797,0.0015483270499679902,167767.0
BENGKULU,TOTAL,PERKOTAAN,2013,MARET,328972.0,2,2,0.15925074548229237,5,0.6646123155358731,0.7621556283633203,328972.0
BENGKULU,TOTAL,PERKOTAAN,2013,SEPTEMBER,358294.0,2,2,0.34810574577816644,5,0.8307352303144963,0.7656453817917125,358294.0
BENGKULU,TOTAL,PERKOTAAN,2014,MARET,362614.0,2,2,0.3759296868898974,5,0.8552100612211074,0.7661595259432251,362614.0
BENGKULU,TOTAL,PERKOTAAN,2014,SEPTEMBER,378881.0,2,2,0.48070099477520484,5,0.9473702636187565,0.7680955405063402,378881.0
BENGKULU,TOTAL,PERDESAAN,2013,MARET,281468.0,2,0,-0.14670955511300135,3,0.20717628055703885,-1.1889175856079777,281468.0
BENGKULU,TOTAL,PERDESAAN,2013,SEPTEMBER,313265.0,2,0,0.058086244778135274,3,0.3873212338759081,-1.1851332704261146,313265.0
BENGKULU,TOTAL,PERDESAAN,2014,MARET,325261.0,2,0,0.13534920718006235,3,0.4552842134026923,-1.1837055682868678,325261.0
BENGKULU,TOTAL,PERDESAAN,2014,SEPTEMBER,346395.0,2,0,0.2714675339058315,3,0.5750182588611,-1.1811903084493518,346395.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2013,MARET,313294.0,2,1,0.05827302586430199,5,0.4816373037733027,-0.2124200527243395,313294.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2013,SEPTEMBER,313294.0,2,1,0.05827302586430199,5,0.4816373037733027,-0.2124200527243395,313294.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2014,MARET,313294.0,2,1,0.05827302586430199,5,0.4816373037733027,-0.2124200527243395,313294.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2014,SEPTEMBER,313294.0,2,1,0.05827302586430199,5,0.4816373037733027,-0.2124200527243395,313294.0
BENGKULU,TOTAL,PERKOTAAN,2015,MARET,397489.0,2,2,0.6005500448231423,5,1.0527933315609372,0.770310168833041,397489.0
BENGKULU,TOTAL,PERKOTAAN,2015,SEPTEMBER,425642.0,2,2,0.7818758351283652,5,1.2122933117724708,0.7736607939019152,425642.0
BENGKULU,TOTAL,PERKOTAAN,2016,MARET,430572.0,2,2,0.8136286197767063,5,1.2402240794506172,0.774247537111859,430572.0
BENGKULU,TOTAL,PERKOTAAN,2016,SEPTEMBER,458435.0,2,2,0.993086599220262,5,1.3980810733281421,0.7775636478742659,458435.0
BENGKULU,TOTAL,PERDESAAN,2015,MARET,372171.0,2,0,0.437483715872493,3,0.7210514166038798,-1.1781225816786596,372171.0
BENGKULU,TOTAL,PERDESAAN,2015,SEPTEMBER,404179.0,2,0,0.6436385091836703,3,0.9023917841174934,-1.1743131543634704,404179.0
BENGKULU,TOTAL,PERDESAAN,2016,MARET,409863.0,2,0,0.6802476020723459,3,0.9345943162640625,-1.1736366739567115,409863.0
BENGKULU,TOTAL,PERDESAAN,2016,SEPTEMBER,427315.0,2,0,0.7926511715820518,3,1.0334681007506776,-1.1715596267964803,427315.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2015,MARET,380028.0,2,1,0.48808850876945375,5,0.8597167865792726,-0.2044777157319676,380028.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2015,SEPTEMBER,410840.0,2,1,0.6865401924580313,5,1.0342812518326299,-0.20081063017724332,410840.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2016,MARET,416427.0,2,1,0.722524534817115,5,1.0659342333778237,-0.20014569421092354,416427.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2016,SEPTEMBER,437185.0,2,1,0.856221148149826,5,1.1835380620721372,-0.19767518395696526,437185.0
BENGKULU,TOTAL,PERKOTAAN,2017,MARET,477801.0,2,2,1.1178177204169708,5,1.507798567619214,0.7798684894571813,477801.0
BENGKULU,TOTAL,PERKOTAAN,2017,SEPTEMBER,490475.0,2,2,1.1994474957989334,2,1.579602735885508,0.7813768836646516,490475.0
BENGKULU,TOTAL,PERKOTAAN,2018,MARET,516954.0,2,2,1.3699915089233605,2,1.72961871912073,0.7845282778748147,516954.0
BENGKULU,TOTAL,PERKOTAAN,2018,SEPTEMBER,530655.0,2,2,1.4582359110464684,2,1.8072413251974613,0.7861589003331192,530655.0
BENGKULU,TOTAL,PERDESAAN,2017,MARET,438342.0,2,0,0.863673069415167,3,1.0959412397338264,-1.1702472500467742,438342.0
BENGKULU,TOTAL,PERDESAAN,2017,SEPTEMBER,449857.0,2,0,0.9378380420775703,3,1.161179128134203,-1.168876794050323,449857.0
BENGKULU,TOTAL,PERDESAAN,2018,MARET,465424.0,2,0,1.0381008409864398,3,1.2493735014497624,-1.1670240898821291,465424.0
BENGKULU,TOTAL,PERDESAAN,2018,SEPTEMBER,474010.0,2,0,1.0934009239460052,3,1.298017227876652,-1.1660022283809977,474010.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2017,MARET,450647.0,2,1,0.9429262164938359,5,1.2598066207908407,-0.19607300604778388,450647.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2017,SEPTEMBER,462768.0,2,1,1.0209942697844125,5,1.328477784082284,-0.19463042705230116,462768.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2018,MARET,481425.0,2,1,1.1411589154607007,2,1.434178460060211,-0.19240996699795587,481425.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2018,SEPTEMBER,492114.0,2,1,1.2100038475309074,2,1.494736670143722,-0.19113781726751167,492114.0
BENGKULU,TOTAL,PERKOTAAN,2019,MARET,538508.0,2,2,1.5088149410349925,2,1.8517322620283911,0.7870935239492832,538508.0
BENGKULU,TOTAL,PERKOTAAN,2019,SEPTEMBER,568783.0,2,2,1.7038079542659312,2,2.023254369828774,0.7906966985296179,568783.0
BENGKULU,TOTAL,PERKOTAAN,2020,MARET,573222.0,2,2,1.7323983419036566,2,2.0484033916793405,0.7912250054482671,573222.0
BENGKULU,TOTAL,PERKOTAAN,2020,SEPTEMBER,576921.0,2,2,1.7562225914805762,2,2.0693599656431263,0.791665241378,576921.0
BENGKULU,TOTAL,PERDESAAN,2019,MARET,481918.0,2,0,1.144334193925535,3,1.3428197655640322,-1.1650610589480899,481918.0
BENGKULU,TOTAL,PERDESAAN,2019,SEPTEMBER,499623.0,2,0,1.2583672673938675,3,1.4431269139903171,-1.162953901030837,499623.0
BENGKULU,TOTAL,PERDESAAN,2020,MARET,506010.0,2,0,1.2995041914403087,3,1.4793122716293277,-1.1621937531846076,506010.0
BENGKULU,TOTAL,PERDESAAN,2020,SEPTEMBER,509487.0,2,0,1.3218985995989867,3,1.499011111227079,-1.1617799385515497,509487.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2019,MARET,499660.0,2,1,1.2586055742969078,2,1.5374883076486494,-0.19023973121026283,499660.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2019,SEPTEMBER,520293.0,2,1,1.3914970967409692,2,1.6543839525783044,-0.18778409781254035,520293.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2020,MARET,527032.0,2,1,1.4349011567298477,2,1.6925635556985945,-0.18698205673915058,527032.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2020,SEPTEMBER,530382.0,2,1,1.4564775925456577,2,1.7115428805914523,-0.18658335699202844,530382.0
BENGKULU,TOTAL,PERKOTAAN,2021,MARET,604269.0,2,2,1.9323635964628956,2,2.2242992424102566,0.7949200594927149,604269.0
BENGKULU,TOTAL,PERKOTAAN,2021,SEPTEMBER,624573.0,2,2,2.063136119688031,2,2.339330947671329,0.7973365370048245,624573.0
BENGKULU,TOTAL,PERKOTAAN,2022,MARET,647836.0,2,2,2.2129667544292806,2,2.4711267790094067,0.8001051794577504,647836.0
BENGKULU,TOTAL,PERKOTAAN,2022,SEPTEMBER,686223.0,2,2,2.4602069459700253,2,2.6886071804010925,0.80467380250037,686223.0
BENGKULU,TOTAL,PERDESAAN,2021,MARET,524492.0,2,0,1.4185417098724875,3,1.584021490336732,-1.1599941207289923,524492.0
BENGKULU,TOTAL,PERDESAAN,2021,SEPTEMBER,548327.0,2,0,1.5720564405201976,3,1.719057970581889,-1.157157401781931,548327.0
BENGKULU,TOTAL,PERDESAAN,2022,MARET,565952.0,2,0,1.6855742558197946,3,1.8189118813987921,-1.1550597650526693,565952.0
BENGKULU,TOTAL,PERDESAAN,2022,SEPTEMBER,599973.0,2,0,1.9046942328017853,3,2.0116568402584725,-1.1510107608446571,599973.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2021,MARET,548934.0,2,1,1.5759659618754802,2,1.8166486822070662,-0.18437539349692134,548934.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2021,SEPTEMBER,572455.0,2,1,1.7274583042109026,2,1.9499062048353997,-0.18157604521272463,572455.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2022,MARET,590755.0,2,1,1.8453236103092074,2,2.053584307981461,-0.17939807345978898,590755.0
BENGKULU,TOTAL,PERDESAANPERKOTAAN,2022,SEPTEMBER,625652.0,2,1,2.0700856642388548,2,2.251292218663871,-0.1752448122432756,625652.0
LAMPUNG,MAKANAN,PERKOTAAN,2015,MARET,260892.0,0,2,-0.2792339561118386,8,-0.6535795998044847,1.2166296050506822,260892.0
LAMPUNG,MAKANAN,PERKOTAAN,2015,SEPTEMBER,274255.0,0,2,-0.19316651975163923,8,-0.5778719226273908,1.2182200004897248,274255.0
LAMPUNG,MAKANAN,PERKOTAAN,2016,MARET,279240.0,0,2,-0.16105949511229223,8,-0.5496295540927945,1.2188132895164125,279240.0
LAMPUNG,MAKANAN,PERKOTAAN,2016,SEPTEMBER,284222.0,0,2,-0.12897179265427283,8,-0.5214041819685498,1.2194062214985504,284222.0
LAMPUNG,MAKANAN,PERDESAAN,2015,MARET,251365.0,0,0,-0.3405947632811583,0,-0.8958580761397139,-0.7299237819664497,251365.0
LAMPUNG,MAKANAN,PERDESAAN,2015,SEPTEMBER,264450.0,0,0,-0.2563178490573157,0,-0.8217253996552215,-0.7283664726556758,264450.0
LAMPUNG,MAKANAN,PERDESAAN,2016,MARET,272168.0,0,0,-0.20660831722853334,0,-0.7779993012901232,-0.7274479160442464,272168.0
LAMPUNG,MAKANAN,PERDESAAN,2016,SEPTEMBER,273647.0,0,0,-0.197082481834031,0,-0.7696200709866792,-0.7272718930812633,273647.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2015,MARET,253869.0,0,1,-0.324467182599729,7,-0.7875199677020733,0.24308399748879628,253869.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,267028.0,0,1,-0.23971365456980587,7,-0.7129680464289029,0.2446501138984618,267028.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2016,MARET,274437.0,0,1,-0.19199430741776538,7,-0.6709925783300412,0.24553189492127603,274437.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,276216.0,0,1,-0.18053625389050393,7,-0.6609137069914159,0.2457436223392253,276216.0
LAMPUNG,MAKANAN,PERKOTAAN,2017,MARET,302761.0,0,2,-0.009567152776869887,8,-0.4163720314644608,1.2216126378006091,302761.0
LAMPUNG,MAKANAN,PERKOTAAN,2017,SEPTEMBER,307473.0,0,2,0.02078155336166632,8,-0.38967633627187925,1.2221734357732776,307473.0
LAMPUNG,MAKANAN,PERKOTAAN,2018,MARET,321620.0,0,2,0.1118985197754761,8,-0.30952693052284497,1.223857138854632,321620.0
LAMPUNG,MAKANAN,PERKOTAAN,2018,SEPTEMBER,327530.0,0,2,0.14996321699083032,8,-0.27604400212977276,1.2245605166174651,327530.0
LAMPUNG,MAKANAN,PERDESAAN,2017,MARET,285183.0,0,0,-0.12278225390233453,0,-0.7042632077138397,-0.7258989377729645,285183.0
LAMPUNG,MAKANAN,PERDESAAN,2017,SEPTEMBER,286434.0,0,0,-0.11472490428872911,0,-0.6971757045971335,-0.7257500501957557,286434.0
LAMPUNG,MAKANAN,PERDESAAN,2018,MARET,293926.0,0,0,-0.06647097678662528,0,-0.6547300024785384,-0.7248583909404008,293926.0
LAMPUNG,MAKANAN,PERDESAAN,2018,SEPTEMBER,299041.0,0,0,-0.033526657623082684,0,-0.6257511228286967,-0.7242496299832278,299041.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2017,MARET,289705.0,0,1,-0.09365728591454577,7,-0.584492180579546,0.2473490136493537,289705.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,291600.0,0,1,-0.08145210804261747,7,-0.5737561147073172,0.24757454678988988,291600.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2018,MARET,301234.0,0,1,-0.019402143072613686,7,-0.5191749755975275,0.24872113585370315,301234.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,306926.0,0,1,0.017258475632935567,7,-0.48692711969002034,0.249398568379261,306926.0
LAMPUNG,MAKANAN,PERKOTAAN,2019,MARET,335947.0,0,2,0.20417481706894136,8,-0.22835774015270183,1.2255622646089654,335947.0
LAMPUNG,MAKANAN,PERKOTAAN,2019,SEPTEMBER,344994.0,0,2,0.2624440752258465,8,-0.17710223200175013,1.226638991955895,344994.0
LAMPUNG,MAKANAN,PERKOTAAN,2020,MARET,364654.0,0,2,0.3890687701926593,8,-0.0657190894962002,1.2289788239046775,364654.0
LAMPUNG,MAKANAN,PERKOTAAN,2020,SEPTEMBER,367275.0,0,2,0.4059499159458646,8,-0.050869892318832655,1.2292907618262316,367275.0
LAMPUNG,MAKANAN,PERDESAAN,2019,MARET,304512.0,0,0,0.001710560391334039,0,-0.5947553358171065,-0.723598499739495,304512.0
LAMPUNG,MAKANAN,PERDESAAN,2019,SEPTEMBER,318866.0,0,0,0.0941607573167476,0,-0.513433177753797,-0.7218901605842143,318866.0
LAMPUNG,MAKANAN,PERDESAAN,2020,MARET,333219.0,0,0,0.18660451351505197,0,-0.43211668516060486,-0.7201819404437834,333219.0
LAMPUNG,MAKANAN,PERDESAAN,2020,SEPTEMBER,335769.0,0,0,0.2030283676435043,0,-0.41766973636156357,-0.719878452576571,335769.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,313620.0,0,1,0.06037270290190021,7,-0.44900246272500755,0.2501952537844059,313620.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,326364.0,0,1,0.1424533291815066,7,-0.37680171155050457,0.2517119790313683,326364.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,342151.0,0,1,0.24413308805439946,7,-0.28736093480914565,0.2535908664665374,342151.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,344944.0,0,1,0.26212203887038665,7,-0.27153727677160744,0.2539232749422724,344944.0
LAMPUNG,MAKANAN,PERKOTAAN,2021,MARET,375720.0,0,2,0.46034185638303315,8,-0.0030249971784781504,1.230295842233529,375720.0
LAMPUNG,MAKANAN,PERKOTAAN,2021,SEPTEMBER,392074.0,0,2,0.5656735075268406,8,0.08962810111937347,1.2322422110885842,392074.0
LAMPUNG,MAKANAN,PERKOTAAN,2022,MARET,412358.0,0,2,0.6963172162097924,8,0.20454649697810068,1.234656308303696,412358.0
LAMPUNG,MAKANAN,PERKOTAAN,2022,SEPTEMBER,439148.0,0,2,0.8688642954651797,8,0.3563244414197936,1.237844716132174,439148.0
LAMPUNG,MAKANAN,PERDESAAN,2021,MARET,347870.0,0,0,0.28096760639189705,0,-0.34911188247246594,-0.7184382538780861,347870.0
LAMPUNG,MAKANAN,PERDESAAN,2021,SEPTEMBER,361365.0,0,0,0.3678852187305104,0,-0.27265636323989234,-0.7168321484788585,361365.0
LAMPUNG,MAKANAN,PERDESAAN,2022,MARET,372425.0,0,0,0.4391196605582291,0,-0.2099962637428739,-0.7155158442391061,372425.0
LAMPUNG,MAKANAN,PERDESAAN,2022,SEPTEMBER,392553.0,0,0,0.568758615812146,0,-0.09596168122244109,-0.7131203133405766,392553.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,356329.0,0,1,0.3354497170085944,7,-0.20703589948647583,0.2552782590082381,356329.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,370907.0,0,1,0.42934263680646806,7,-0.12444467611689769,0.25701325748989357,370907.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,384769.0,0,1,0.5186239959941567,7,-0.04590992935128568,0.25866304133902984,384769.0
LAMPUNG,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,406732.0,0,1,0.6600816854934501,7,0.0785207908343396,0.26127696448710225,406732.0
LAMPUNG,NONMAKANAN,PERKOTAAN,2015,MARET,109948.0,1,2,-1.2514230688824688,1,-1.0425049663075843,0.9673767737154687,109948.0
LAMPUNG,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,112473.0,1,2,-1.2351602329317464,1,-1.0281996542614746,0.9676772862114339,112473.0
LAMPUNG,NONMAKANAN,PERKOTAAN,2016,MARET,113248.0,1,2,-1.2301686694221186,1,-1.0238089149205893,0.9677695227200965,113248.00000000003
LAMPUNG,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,114155.0,1,2,-1.2243269299340769,1,-1.0186703335242244,0.9678774691889441,114155.00000000003
LAMPUNG,NONMAKANAN,PERDESAAN,2015,MARET,74918.0,1,0,-1.4770417395176392,4,-1.4292699270435785,-0.9822118490183364,74918.0
LAMPUNG,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,81638.0,1,0,-1.4337600533438355,4,-1.3911979678555166,-0.9814120692270945,81638.0
